date,condition,review,rating
"June 12, 2019",Anxiety,"I had been on paroxetine (Paxil) on and off for 15 years which worked great for treating generalized anxiety, depression, obsessive thinking, self-esteem, socialability. Without medication I feel like I'm going crazy with the nonstop chatter in my brain and constant worry and doubt.I have achieved so much while on paroxetine, but it eventually pooped out on me on the highest dose. For 2 months I have tried Lexapro now and I feel like it is just making things worse, but when I take a 0.25 Xanax I feel a lot better and the anxiety and constant worry, butterflies in stomach, dreadful feeling about life dissipates. The cloud over me lifts and I can actually feel positive emotions again. They say the benefits of Xanax only last a few hours which is why they can be so addictive, but I feel relief for about 24 hours on the smallest dose. It is making this transition in finding a new long-term solution for my anxiety and depression at least bearable on the days that I really need relief.",10
"June 10, 2019",Anxiety,This can be a good medication for many people but please be very cautious. I took it for about 5 years at 4mg per day. That is a relatively high dose. When I was ready to stop (which I did over a 2 week period and I don't recommend that) it took several months to really get back to myself. The interesting thing was that once I got through that period my anxiety and panic attacks stopped. They were at their worst while I took the medication.,4.0
"June 10, 2019",Anxiety,"I have tried all possible drugs to relieve anxiety.
I practice meditation and few walks per week. 

Xanax combined with trazodone, it is the only meds that make me normal. Without it, I am clumsy, fearful, afraid of life, paranoic sometimes and hypochondriac.

I don't have tolerance problem, never asked to raise the dose in last 3 years. 

It saved my life.",10
"June 10, 2019",Panic Disorder,"I started taking Xanax 19 years ago after experiencing my first panic attack.  The first 8 or 9 years I took 0.25 mgs up to 3 times per day for anxiety and the occasional panic attack.  Then my dose was increased to 0.50 mgs up to 3x daily.  This medication keeps me on an even keel and stops the occasional panic attack in its track within 30 minutes.  My doctor periodically reviews my need VS addictive tendencies of this medication.  I tell him it has been a lifesaver to me and don't plan on experiencing any withdrawal symptoms because at age 60, I plan on taking it for life. He has recently however reduced the frequency from 3 to 2 per day as needed.",NaN
"June 4, 2019",Anxiety,I’m scared I don’t want to be on any medication but I had one panic attack plus I'm deaf but my hearing aids work up to a point  I just don’t know what to do,10
"May 18, 2019",Anxiety,"Many have said that alprazolam is a life-saver.  I endorse that statement fully.  If you panic or become anxious you'll be unable to process thoughts properly which affects ALL your decisions, from making coffee in the morning to DRIVING your car to fulfilling your employment.

Also, highly endorse taking the 0.5 mg before bed.   Wake refreshed by the benefit of uninterrupted sleep.

Thirdly, I read from someone up above my post, and I've experienced this awful phenomenon too, so => DON'T share what prescriptions you take with anyone that is not a health professional.  You'll leave yourself open to criticism that is detrimental to you by non-doctors !  

Xanax is an important, very helpful, prescription.  I'm sorry that some have the ""addiction gene"" (my terminology, not official).  They should definitely 'watch it' if they know themselves to have an addictive nature. I believe the 'script can still help them.  Sometimes I go for a few days without needing it and notice no withdrawal.

Prescribed patient of 30 years.",NaN
"April 30, 2019",Anxiety,"I was first very fearful of taking any kind of medication. However, I eventually gave in & I am very happy I did. Xanax is a very effective drug. However, you must be careful because this medication is a benzodiazepine & it can be super addicting. Therefore, I personally only take it when I absolutely need it, mostly to sleep. This medication relaxes me, which makes me happy & especially hungry. It really takes the anxiety right out of your stomach if that's where you hold it. I do notice since I've started on birth control it effects me differently, not bad just different.",NaN
"April 27, 2019",Anxiety,I have been on Xanax 8mgs a day for about 12 years. This pill saved my life.,10
"April 18, 2019",Anxiety,"This medication did nothing for me and I don't know if that was a good thing (since I didn't have any problems getting off of it) or if it was a bad thing (since it didn't help my anxiety at all). I have yet to find another person to whom this didn't work either. Overall I don't think this is worth the risk and even if you do take it, it only helps for a short period of time. Xanax will make anxiety levels go down but then once the medication wears off, your anxiety will spike higher than before, and the cycle continues.",1.0
"April 16, 2019",Panic Disorder,This med has saved my life,10
"April 15, 2019",Panic Disorder,"My life has been saved because of this med. Been on it for fifteen years.
I take one pill before bed and I wake up ready to take on the world.",10
"April 15, 2019",Anxiety,"I have been on xanax  since I was 22. (I am 39 now) I take it probably once or twice a year (yes year!)  At 22, I got diagnosed with anxiety disorder. I couldn't leave the house it was debilitating.  I was put on Prozac and told to take Xanax as needed only. So I started on 0.5 when I really really needed it. In the beginning I will say I took one about every week. Then Prozac kicked in and I was fine. I still get those moments where I can feel the panic attack coming, so I will pop one and I'm good to go. One bottle of 30 pills could last me years! But because they expire after 2 years, the doctor sends me for a fresh bottle. If taken responsibly,  this medication is great. No side effects for me and 0.5 mg is more than enough to take the edge off. I tried Valium and Ativan and it made me sick (nausea, vomiting,  hallucinations)  Xanax was the only one that was gentle for me. Keep in mind, everyone is different and will have different experiences.",10
